Genes,baseMean,log2FoldChange,lfcSE,pvalue,padj,combrank
AMY2A,2.950580297,-0.832546536,0.27487162,0.012082971,0.019922518,-0.019922518
HPD,4.731138816,-0.730278945,0.376584692,0.01120155,0.020172622,-0.020172622
TPH1,9.703987544,-1.644024452,0.242962377,0.012269819,0.020204655,-0.020204655
NR0B1,2.990565226,-3.607152131,0.585341641,0.01208566,0.021643671,-0.021643671
PXT1,0.430187376,-0.693784791,0.292236941,0.01368234,0.02234313,-0.02234313
SHH,0.626791396,-2.4086006,0.590932829,0.013708175,0.022382731,-0.022382731
IYD,59.54738529,-0.674262337,0.232579743,0.015433183,0.024945126,-0.024945126
EFCAB5,2.502715431,-1.263856705,0.1426015,0.014604581,0.025018847,-0.025018847
KRT12,0.65616688,-1.701496394,0.476591678,0.015978023,0.02714194,-0.02714194
SLC5A11,5.570535281,-0.869012935,0.209663394,0.017172438,0.027477068,-0.027477068
TAS1R1,3.192913091,-0.636224219,0.190348019,0.017545673,0.028032993,-0.028032993
PPBP,0.700585052,-1.374544473,0.748170154,0.018259916,0.029087843,-0.029087843
EFCAB3,0.940648244,-1.709034521,0.271571297,0.018353463,0.029224455,-0.029224455
MIXL1,0.80221407,-0.825303734,0.362692614,0.018820723,0.02988763,-0.02988763
BMP5,15.01805101,-1.135888333,0.304012397,0.018670891,0.031314149,-0.031314149
SLC18A1,1.303014058,-2.663278717,0.371589139,0.01897371,0.032686857,-0.032686857
STMN4,2.362483098,-1.674366614,0.342602714,0.020810201,0.032772056,-0.032772056
CALY,2.162396838,-0.594161408,0.465391927,0.021104065,0.033196429,-0.033196429
NPTX2,49.80112577,-0.630910387,0.125312422,0.027347705,0.034326122,-0.034326122
CEACAM16,0.859015282,-1.23857451,0.579130395,0.024390361,0.037909851,-0.037909851
PTPRZ1,83.82084199,-0.688153253,0.264377234,0.025496398,0.039459642,-0.039459642
PLA2G4E,0.735144353,-1.311559435,1.054265443,0.025952522,0.040068992,-0.040068992
FAM83C,1.030812055,-2.064579317,0.487840755,0.023919166,0.040333898,-0.040333898
NHLH2,1.934916244,-0.721208087,0.360125091,0.024643978,0.041483659,-0.041483659
FAM65C,109.8184013,-0.581197456,0.127075366,0.030785629,0.044140146,-0.044140146
PATE2,0.320037796,-1.227230686,0.426890845,0.029975495,0.045789772,-0.045789772
IL13RA2,5.362859976,-1.222354602,0.160372067,0.028966691,0.046831603,-0.046831603
C7orf65,0.514980659,-0.722717935,0.474668957,0.031208569,0.047534604,-0.047534604
ESX1,0.576778458,-5.490404445,1.232391626,0.031991943,0.048581123,-0.048581123
PLP1,56.28206416,-1.655340354,0.200017863,0.041212111,0.049986703,-0.049986703
