Genes,baseMean,log2FoldChange,lfcSE,pvalue,padj,combrank
S100A8,824.1037051,-2.342762473,0.2154032,8.63E-36,6.74E-34,-6.74E-34
PFN2,2237.885408,-0.966229369,0.078673355,1.08E-35,7.30E-34,-7.30E-34
RAD21,9214.717417,-0.825646914,0.06747745,1.12E-35,8.27E-34,-8.27E-34
KRT16,903.21581,-1.780501508,0.2353508,1.95E-35,1.08E-33,-1.08E-33
GINS3,199.2078716,-0.691287539,0.056246839,1.83E-35,1.21E-33,-1.21E-33
SLC38A3,109.195972,-2.050234907,0.1689568,1.96E-35,1.34E-33,-1.34E-33
FADS2,4057.916549,-1.673955186,0.137946851,2.56E-35,1.80E-33,-1.80E-33
LAPTM4B,5172.893638,-1.190605864,0.09807525,4.01E-35,2.53E-33,-2.53E-33
NEIL3,70.40102706,-1.196132426,0.098643065,5.23E-35,3.28E-33,-3.28E-33
MKI67,2306.708904,-1.084575153,0.089566276,8.23E-35,4.58E-33,-4.58E-33
CDC20,863.5205977,-1.236271914,0.102402099,8.15E-35,5.07E-33,-5.07E-33
HN1,2535.504514,-0.947426402,0.078234913,8.85E-35,5.49E-33,-5.49E-33
EPCAM,5253.939376,-0.753068392,0.061958414,1.07E-34,5.84E-33,-5.84E-33
P4HA1,1720.093191,-0.776303714,0.064020185,1.10E-34,6.68E-33,-6.68E-33
RIPK2,697.16957,-0.774639863,0.063929491,1.24E-34,7.49E-33,-7.49E-33
DBF4,319.1431203,-0.709331753,0.058787965,2.74E-34,1.61E-32,-1.61E-32
PSMG1,532.0280729,-0.788610104,0.06547794,3.07E-34,1.79E-32,-1.79E-32
PDIA6,6756.32302,-0.615291613,0.051205173,4.28E-34,2.50E-32,-2.50E-32
APOBEC3B,328.0485254,-1.494150919,0.125111967,3.30E-34,2.65E-32,-2.65E-32
PSME4,2926.92199,-0.669080166,0.055789433,7.36E-34,4.21E-32,-4.21E-32
GFRA3,23.78523618,-3.36928762,0.243513225,8.61E-34,4.89E-32,-4.89E-32
TMSB15A,62.23959313,-1.769833126,0.170338404,1.02E-33,5.74E-32,-5.74E-32
GCLM,381.0265903,-0.686027086,0.057385322,1.12E-33,6.26E-32,-6.26E-32
CHRNA5,76.32910105,-1.553285119,0.131367943,1.30E-33,7.24E-32,-7.24E-32
HTATIP2,789.0396283,-0.844754848,0.071209435,2.16E-33,1.19E-31,-1.19E-31
BUB1B,456.1069927,-0.977513961,0.082578176,2.32E-33,1.26E-31,-1.26E-31
ME2,773.509631,-0.710419946,0.05973709,2.32E-33,1.46E-31,-1.46E-31
POP1,279.3977379,-0.811163959,0.068497147,3.14E-33,1.70E-31,-1.70E-31
COCH,134.0087468,-2.175029286,0.186633983,6.01E-33,3.01E-31,-3.01E-31
MCM6,1466.461322,-0.663922081,0.056254795,7.34E-33,3.90E-31,-3.90E-31
BLM,215.6689208,-0.970795116,0.08268871,7.48E-33,3.96E-31,-3.96E-31
KRT81,1584.011217,-1.015071927,0.241335061,8.22E-33,4.09E-31,-4.09E-31
RAD51,207.2829577,-0.916779054,0.078035268,7.53E-33,4.13E-31,-4.13E-31
RAD54B,211.2300099,-0.892726434,0.076015755,8.48E-33,4.42E-31,-4.42E-31
DHCR7,2000.57452,-0.982632368,0.083836696,9.16E-33,4.74E-31,-4.74E-31
SMOC1,193.2029839,-2.214507989,0.191118409,1.28E-32,6.53E-31,-6.53E-31
SKP2,195.2753057,-0.92884407,0.079391664,1.34E-32,7.13E-31,-7.13E-31
ZNF695,74.32763565,-1.436158954,0.123712636,1.82E-32,7.43E-31,-7.43E-31
BIRC5,537.6015398,-1.253280963,0.107954153,2.22E-32,1.11E-30,-1.11E-30
MASTL,435.862781,-0.675698896,0.057717799,2.31E-32,1.15E-30,-1.15E-30
ARHGAP11A,476.659844,-0.936050432,0.080336396,2.26E-32,1.15E-30,-1.15E-30
CDK1,1034.103577,-0.971508652,0.083480266,2.49E-32,1.24E-30,-1.24E-30
INTS8,1201.416103,-0.597573347,0.051066042,2.84E-32,1.39E-30,-1.39E-30
MSH2,1038.795748,-0.59297454,0.05068889,3.13E-32,1.53E-30,-1.53E-30
DIAPH3,207.7301563,-1.107394936,0.095546559,3.45E-32,1.68E-30,-1.68E-30
TUBB3,1203.31439,-1.408974341,0.122046501,3.79E-32,1.83E-30,-1.83E-30
NETO2,415.6462138,-1.294225429,0.112051979,4.24E-32,2.07E-30,-2.07E-30
PRC1,1294.259152,-0.924956607,0.079787466,4.42E-32,2.11E-30,-2.11E-30
ANKRD1,13.18545819,-2.936601868,0.229490715,6.04E-32,2.87E-30,-2.87E-30
NOL11,1391.36643,-0.584127093,0.05018687,6.66E-32,3.16E-30,-3.16E-30
HJURP,337.9838213,-1.037927015,0.089739863,5.10E-32,3.33E-30,-3.33E-30
UBE2C,851.0584235,-1.189934023,0.103427036,7.47E-32,3.52E-30,-3.52E-30
CHORDC1,577.4966863,-0.669029528,0.057688607,8.16E-32,3.90E-30,-3.90E-30
AKR1B10,52.00581689,-2.417805904,0.273177782,9.25E-32,4.28E-30,-4.28E-30
CYP27C1,23.80057629,-2.087228481,0.18278411,1.04E-31,4.78E-30,-4.78E-30
CELF4,21.3173673,-2.065076402,0.161855546,1.28E-31,5.85E-30,-5.85E-30
NCCRP1,277.3500608,-2.264922158,0.204829959,1.31E-31,5.93E-30,-5.93E-30
KIF15,250.7007947,-1.038986348,0.09053009,1.37E-31,6.19E-30,-6.19E-30
FAM111B,542.6676344,-1.080692643,0.094286233,1.55E-31,7.07E-30,-7.07E-30
USP13,698.4421332,-0.722715994,0.06269712,1.62E-31,8.34E-30,-8.34E-30
NCAPG2,741.3790436,-0.722247125,0.062717825,1.82E-31,9.28E-30,-9.28E-30
AADAT,91.67485028,-1.446688692,0.127148515,2.67E-31,1.10E-29,-1.10E-29
KRT75,20.43145453,-1.45117488,0.293540599,2.76E-31,1.21E-29,-1.21E-29
PRKDC,6932.70993,-0.762516143,0.066512872,2.92E-31,1.28E-29,-1.28E-29
HIST1H2AG,11.38179905,-1.737193798,0.152999291,2.98E-31,1.30E-29,-1.30E-29
EXO1,302.497504,-1.114023183,0.097714487,3.05E-31,1.32E-29,-1.32E-29
ACE2,31.85937476,-3.449341226,0.252705463,3.10E-31,1.34E-29,-1.34E-29
UCHL1,382.8785729,-1.480178846,0.144056249,3.12E-31,1.35E-29,-1.35E-29
KIF20A,648.6058869,-1.027974154,0.090079899,3.11E-31,1.54E-29,-1.54E-29
FAM72D,82.49765084,-1.181634696,0.104057197,4.62E-31,1.60E-29,-1.60E-29
RCC1,1046.681251,-0.727969334,0.063582882,3.73E-31,1.60E-29,-1.60E-29
PRIM2,233.6261103,-0.61012045,0.053443254,8.02E-31,3.37E-29,-3.37E-29
KIF11,858.568417,-0.843884346,0.074661727,1.04E-30,3.47E-29,-3.47E-29
CCNF,662.5054037,-0.657713904,0.057783994,1.01E-30,4.84E-29,-4.84E-29
PDK3,398.5578592,-0.808744401,0.071410497,1.27E-30,5.23E-29,-5.23E-29
SPAG5,871.411057,-0.977000198,0.086664978,1.65E-30,5.37E-29,-5.37E-29
FAM83A,117.3241992,-2.174845906,0.202751224,1.32E-30,5.38E-29,-5.38E-29
IL12RB2,102.2301809,-1.488737517,0.201385858,1.37E-30,5.56E-29,-5.56E-29
CCKBR,14.30254743,-4.750361998,0.449507594,1.77E-30,7.15E-29,-7.15E-29
PVR,634.3770759,-0.779739103,0.069050104,2.04E-30,8.23E-29,-8.23E-29
LY6D,77.80320359,-3.545505242,0.307484193,2.31E-30,9.26E-29,-9.26E-29
ACAT2,578.4231318,-0.726645625,0.064431877,3.04E-30,1.21E-28,-1.21E-28
TRIM59,326.7740273,-0.708370447,0.062742746,2.61E-30,1.25E-28,-1.25E-28
ME1,401.9099692,-1.273568591,0.114065595,3.55E-30,1.43E-28,-1.43E-28
CDC45,221.4350379,-1.0923082,0.09759192,3.24E-30,1.53E-28,-1.53E-28
E2F2,228.3242747,-1.090070493,0.097280925,2.91E-30,1.58E-28,-1.58E-28
LRP11,1330.395298,-0.679747585,0.060447511,4.88E-30,1.80E-28,-1.80E-28
RAD54L,194.921631,-1.051015534,0.094307696,6.23E-30,2.40E-28,-2.40E-28
NUSAP1,958.2523696,-0.857998578,0.076922127,8.11E-30,2.59E-28,-2.59E-28
HPDL,59.91201842,-1.449301493,0.161869193,8.88E-30,2.72E-28,-2.72E-28
AURKB,276.1315737,-1.182054255,0.106456119,7.94E-30,3.02E-28,-3.02E-28
IDI1,1399.676287,-0.694575931,0.062439611,1.03E-29,3.90E-28,-3.90E-28
C8orf46,65.19896494,-2.412512659,0.173496342,1.16E-29,4.39E-28,-4.39E-28
NUDT5,985.1611798,-0.666954977,0.059824388,1.41E-29,5.28E-28,-5.28E-28
C20orf24,1689.67298,-0.590168744,0.052893031,1.59E-29,5.92E-28,-5.92E-28
GINS1,402.7107468,-0.828250631,0.074728795,1.89E-29,7.00E-28,-7.00E-28
GALNT13,46.67886696,-2.143360329,0.175898919,1.99E-29,7.37E-28,-7.37E-28
FANCI,1104.689685,-0.733356547,0.066227263,2.34E-29,8.63E-28,-8.63E-28
GJB3,78.38681955,-1.867787407,0.204270177,3.04E-29,8.96E-28,-8.96E-28
LACTB2,288.7624771,-0.691122854,0.062333649,2.57E-29,9.42E-28,-9.42E-28
CDC123,1382.878603,-0.596346715,0.053718902,2.97E-29,1.08E-27,-1.08E-27
C5orf46,77.81120879,-1.343426056,0.155331562,4.13E-29,1.20E-27,-1.20E-27
SNRPA1,575.3957999,-0.648774745,0.058576305,3.34E-29,1.21E-27,-1.21E-27
ECT2,1236.301963,-0.73387169,0.066658793,5.16E-29,1.48E-27,-1.48E-27
UTP23,696.9582222,-0.648920591,0.058693837,4.14E-29,1.71E-27,-1.71E-27
HMMR,321.9105167,-0.915452635,0.083238731,4.02E-29,1.98E-27,-1.98E-27
FBXO5,251.2033641,-0.758683984,0.068963777,5.82E-29,2.07E-27,-2.07E-27
HPRT1,823.219553,-0.583849553,0.052807911,5.09E-29,2.09E-27,-2.09E-27
SGOL2,296.4254098,-0.690528521,0.062743521,7.03E-29,2.45E-27,-2.45E-27
OIP5,91.29104751,-0.865954227,0.07907996,7.70E-29,2.67E-27,-2.67E-27
GSDMC,68.15277011,-1.97435355,0.182741698,1.03E-28,2.87E-27,-2.87E-27
GSTA2,5.252307349,-5.105841864,0.387898122,9.06E-29,3.13E-27,-3.13E-27
RACGAP1,1030.651479,-0.723147287,0.066044483,1.21E-28,3.49E-27,-3.49E-27
OSGIN2,1121.141186,-0.617609149,0.05623284,1.05E-28,3.61E-27,-3.61E-27
PPAT,524.6646514,-0.607181635,0.055321392,1.20E-28,4.19E-27,-4.19E-27
AMD1,1764.093869,-0.728787513,0.066836656,1.75E-28,5.86E-27,-5.86E-27
PLK4,241.0995409,-0.785838311,0.072209737,1.96E-28,6.56E-27,-6.56E-27
CCNE2,323.6895082,-1.032471653,0.095290561,1.97E-28,6.56E-27,-6.56E-27
CENPW,253.3757407,-1.161307709,0.10735813,1.98E-28,6.58E-27,-6.58E-27
SLC26A9,13.17296437,-2.391700743,0.281571619,2.05E-28,7.20E-27,-7.20E-27
APLP1,259.2462005,-1.340994119,0.145921035,1.82E-28,8.28E-27,-8.28E-27
MRPL15,1145.264878,-0.666860361,0.061456615,3.70E-28,1.01E-26,-1.01E-26
TMEM65,619.8375642,-0.763335963,0.070302335,2.71E-28,1.01E-26,-1.01E-26
MND1,79.25109868,-1.143925255,0.106236484,3.42E-28,1.10E-26,-1.10E-26
FAM72B,160.2024409,-1.056837391,0.098074043,3.58E-28,1.20E-26,-1.20E-26
PUS7,534.8814336,-0.596662723,0.054869628,3.81E-28,1.22E-26,-1.22E-26
TAF2,1054.342575,-0.637061143,0.058692138,4.01E-28,1.27E-26,-1.27E-26
USP1,1549.815363,-0.64977264,0.060016646,3.20E-28,1.29E-26,-1.29E-26
TMCC2,101.2612752,-1.47041194,0.137100748,3.90E-28,1.29E-26,-1.29E-26
AZIN1,5636.239671,-0.613483464,0.05650358,4.12E-28,1.29E-26,-1.29E-26
TMEM206,294.1755938,-0.609356614,0.056203559,5.02E-28,1.56E-26,-1.56E-26
FAM64A,151.0697654,-1.099926457,0.102573807,5.94E-28,1.83E-26,-1.83E-26
B4GALNT1,84.64213989,-1.345012036,0.12580882,6.17E-28,1.90E-26,-1.90E-26
SCD,15362.45603,-1.191342387,0.111594869,5.66E-28,1.92E-26,-1.92E-26
FABP7,297.2119757,-3.524087509,0.316652969,7.34E-28,2.25E-26,-2.25E-26
GTSE1,259.9345568,-0.955040386,0.089113367,7.88E-28,2.40E-26,-2.40E-26
MTHFD2,2067.374751,-0.638288962,0.059169912,8.28E-28,2.51E-26,-2.51E-26
MCM2,1460.686749,-0.748309584,0.069618996,9.29E-28,2.79E-26,-2.79E-26
CHRM3,27.36511481,-2.177030146,0.196801699,1.01E-27,3.02E-26,-3.02E-26
IGF2BP2,131.8688596,-1.709340283,0.161143869,1.05E-27,3.12E-26,-3.12E-26
NUTF2,1825.475889,-0.604317075,0.056002968,1.06E-27,3.14E-26,-3.14E-26
PAK1IP1,427.3277766,-0.608462866,0.056495388,1.20E-27,3.53E-26,-3.53E-26
FBN3,58.31611032,-2.441868428,0.255819801,1.69E-27,3.97E-26,-3.97E-26
ULBP3,20.49568822,-1.682608824,0.158947974,1.47E-27,4.29E-26,-4.29E-26
GPSM2,652.0738512,-0.750305834,0.070089713,1.48E-27,4.95E-26,-4.95E-26
NDRG1,6211.144107,-1.134344232,0.106826318,1.68E-27,5.32E-26,-5.32E-26
TXNRD1,1975.050149,-0.623840027,0.058222159,1.97E-27,5.66E-26,-5.66E-26
SKA3,226.393612,-0.973967768,0.091595118,1.95E-27,6.67E-26,-6.67E-26
DKK1,151.0776943,-1.954632797,0.219544165,2.82E-27,8.02E-26,-8.02E-26
SLC6A8,1185.636619,-0.84152266,0.079310294,3.24E-27,9.14E-26,-9.14E-26
CLTC,16677.60175,-0.737822196,0.069381644,3.26E-27,9.15E-26,-9.15E-26
CHD7,854.8230195,-0.849196805,0.080287624,4.60E-27,1.02E-25,-1.02E-25
POLR2K,1388.610054,-0.598534563,0.056144725,3.68E-27,1.02E-25,-1.02E-25
E2F5,282.508986,-0.836950712,0.078952709,3.72E-27,1.03E-25,-1.03E-25
PALM2,65.19726308,-1.249632381,0.118973717,5.14E-27,1.14E-25,-1.14E-25
LCT,15.67973405,-1.773024036,0.33519526,6.42E-27,1.75E-25,-1.75E-25
TMEM158,233.8001447,-1.414844038,0.135341698,6.95E-27,1.89E-25,-1.89E-25
PLOD2,1605.899397,-0.889625903,0.084304756,7.11E-27,1.93E-25,-1.93E-25
KCNG1,108.3651412,-2.292745023,0.209793278,7.32E-27,1.98E-25,-1.98E-25
KLHDC7B,413.044587,-1.714119837,0.17118481,7.51E-27,2.03E-25,-2.03E-25
MRPL13,1051.997858,-0.658485032,0.062487033,1.13E-26,2.41E-25,-2.41E-25
WDHD1,315.0590548,-0.684678608,0.064782823,7.68E-27,2.47E-25,-2.47E-25
FSD1,10.95842952,-1.166059621,0.244276594,8.76E-27,2.48E-25,-2.48E-25
GAL,57.79805415,-1.678043154,0.211392391,1.02E-26,2.71E-25,-2.71E-25
SHC4,169.5033541,-2.072393377,0.19981067,1.13E-26,3.13E-25,-3.13E-25
ECE2,282.7315184,-0.870449971,0.082884795,9.51E-27,3.46E-25,-3.46E-25
CCNB1,1128.276695,-0.750632772,0.071751889,1.99E-26,4.33E-25,-4.33E-25
CDC25B,1376.52672,-0.839779745,0.080218745,1.69E-26,4.41E-25,-4.41E-25
MEX3A,1132.044773,-1.147532972,0.110490875,2.00E-26,5.18E-25,-5.18E-25
DPYSL5,21.19210483,-1.879447799,0.414528609,2.54E-26,5.28E-25,-5.28E-25
CABLES2,417.0079015,-0.644063174,0.061579277,2.76E-26,7.05E-25,-7.05E-25
RAET1L,6.711071084,-2.647376219,0.330419751,3.12E-26,7.93E-25,-7.93E-25
SLC6A15,41.93233982,-2.417299924,0.329803758,4.23E-26,8.61E-25,-8.61E-25
PDSS1,119.9691817,-0.752161922,0.072268933,3.49E-26,8.81E-25,-8.81E-25
PCSK1N,96.20134818,-1.968033595,0.23159658,3.55E-26,9.36E-25,-9.36E-25
HIST1H4H,383.8356104,-1.338935799,0.130027747,3.89E-26,9.75E-25,-9.75E-25
LRRC59,4710.428302,-0.68175198,0.065693276,3.81E-26,1.05E-24,-1.05E-24
CDC6,674.7644578,-1.168456491,0.113362404,4.36E-26,1.09E-24,-1.09E-24
DNMT3B,189.8818793,-0.950080178,0.092058937,5.60E-26,1.29E-24,-1.29E-24
DEPDC1B,136.9927157,-0.955519964,0.092755342,6.65E-26,1.63E-24,-1.63E-24
E2F3,665.1023865,-0.70508337,0.068028603,6.22E-26,1.75E-24,-1.75E-24
ELF5,769.7960977,-1.695710729,0.213377273,7.83E-26,1.90E-24,-1.90E-24
STMN1,4528.800763,-0.837831754,0.081339095,8.55E-26,2.07E-24,-2.07E-24
NCAPD2,2101.390806,-0.692886287,0.067161015,1.00E-25,2.41E-24,-2.41E-24
RBL1,227.3556082,-0.846105497,0.082112877,8.27E-26,2.73E-24,-2.73E-24
ASNS,731.8010823,-0.82021887,0.080173301,1.40E-25,3.34E-24,-3.34E-24
ARL9,20.89287567,-1.693355158,0.167133002,1.53E-25,3.63E-24,-3.63E-24
MTBP,168.839824,-0.79781857,0.077845104,1.65E-25,3.91E-24,-3.91E-24
ZNF706,1678.715391,-0.582065543,0.056475414,1.72E-25,4.05E-24,-4.05E-24
OPRK1,11.89653568,-3.732314057,0.360525267,2.10E-25,4.96E-24,-4.96E-24
KIF21A,593.6262793,-0.724153388,0.070726828,2.18E-25,5.13E-24,-5.13E-24
FOXRED2,975.6767146,-0.636407305,0.06220953,3.08E-25,5.99E-24,-5.99E-24
DONSON,342.5678168,-0.675668733,0.066018593,2.62E-25,6.09E-24,-6.09E-24
GINS4,292.2969555,-0.987349629,0.097001922,2.23E-25,6.20E-24,-6.20E-24
EIF2AK2,656.9738727,-0.699518089,0.068460148,2.90E-25,7.75E-24,-7.75E-24
ATP6V1C2,156.7236993,-1.22046684,0.121037038,4.10E-25,9.78E-24,-9.78E-24
BRIP1,165.5880531,-1.062626228,0.105258497,4.66E-25,1.06E-23,-1.06E-23
B3GNT5,290.4865202,-1.232628008,0.122500959,5.00E-25,1.14E-23,-1.14E-23
CHMP4C,633.3938226,-0.733708024,0.072395192,6.21E-25,1.40E-23,-1.40E-23
MLLT11,248.1449971,-0.947588301,0.094010399,6.61E-25,1.48E-23,-1.48E-23
LPO,6.429483623,-0.735326333,0.295146748,7.24E-25,1.62E-23,-1.62E-23
ZNF280B,25.37740032,-1.430495426,0.142983343,7.62E-25,1.70E-23,-1.70E-23
FAM72A,42.03308044,-1.102009486,0.109806414,8.11E-25,1.80E-23,-1.80E-23
PRSS33,13.98591712,-7.163981965,0.595434892,9.65E-25,2.14E-23,-2.14E-23
CASC5,214.6951967,-1.034556582,0.103254478,1.04E-24,2.31E-23,-2.31E-23
TATDN1,501.1449917,-0.596702446,0.058961106,1.07E-24,2.41E-23,-2.41E-23
DLX5,39.74303893,-0.902310601,0.154084476,1.52E-24,2.66E-23,-2.66E-23
CKAP2,803.3175716,-0.610284296,0.06045114,1.33E-24,3.35E-23,-3.35E-23
ROS1,4.621391339,-5.168045587,0.348156957,1.52E-24,3.49E-23,-3.49E-23
SLC28A1,7.448379121,-2.614378824,0.255155337,1.88E-24,4.30E-23,-4.30E-23
ZNF623,709.6608919,-0.621279775,0.061809724,2.02E-24,4.36E-23,-4.36E-23
ASPM,709.8819329,-0.979695048,0.098191452,1.76E-24,4.38E-23,-4.38E-23
FANCD2,495.9015623,-0.642174955,0.064016669,2.26E-24,4.84E-23,-4.84E-23
ROPN1B,102.3060215,-2.348392411,0.26548269,2.34E-24,4.99E-23,-4.99E-23
SH3GL3,4.74033152,-3.056699026,0.381048286,2.51E-24,5.65E-23,-5.65E-23
KYNU,396.9909394,-1.463025218,0.148277111,2.76E-24,5.85E-23,-5.85E-23
MCCC1,654.9545474,-0.626498364,0.062580809,3.04E-24,7.39E-23,-7.39E-23
SMC1B,37.99356732,-2.045613389,0.209736492,5.36E-24,8.95E-23,-8.95E-23
SYT5,16.8267041,-2.348035221,0.265624108,4.55E-24,9.96E-23,-9.96E-23
TTYH1,214.4856999,-2.262345226,0.212092803,5.08E-24,1.05E-22,-1.05E-22
EPHX3,21.98870831,-2.401517331,0.16503695,6.52E-24,1.08E-22,-1.08E-22
GNAS,31885.92197,-0.593928939,0.059568206,4.90E-24,1.11E-22,-1.11E-22
PDE7A,1062.82913,-0.687730861,0.069516287,6.84E-24,1.11E-22,-1.11E-22
KIAA0319,30.84911439,-1.173369712,0.203294398,7.22E-24,1.47E-22,-1.47E-22
GNG4,178.0551244,-0.912010983,0.189601305,7.27E-24,1.47E-22,-1.47E-22
PLCH1,248.8735201,-1.586881526,0.162466732,6.47E-24,1.80E-22,-1.80E-22
CDK2AP1,3411.741348,-0.694885518,0.070412841,1.02E-23,1.83E-22,-1.83E-22
CENPF,2555.834187,-0.862657708,0.087971877,8.75E-24,1.93E-22,-1.93E-22
EME1,112.2926624,-0.941805175,0.096032377,1.00E-23,2.01E-22,-2.01E-22
GAN,64.16899036,-0.735827562,0.074828574,1.32E-23,2.10E-22,-2.10E-22
C18orf54,130.5072277,-0.782837331,0.079625519,1.19E-23,2.35E-22,-2.35E-22
KRT6A,266.2888417,-1.558014296,0.278374697,1.01E-23,2.38E-22,-2.38E-22
CDCA5,635.2195572,-0.88390052,0.09007522,1.10E-23,2.49E-22,-2.49E-22
CKS2,753.6724237,-0.740193508,0.075234478,1.29E-23,2.55E-22,-2.55E-22
CDCA3,298.7358973,-0.951751632,0.096978766,9.39E-24,2.55E-22,-2.55E-22
RFC4,482.2337843,-0.638606052,0.064826544,1.40E-23,2.70E-22,-2.70E-22
E2F8,139.804288,-1.054822254,0.108184411,1.48E-23,2.87E-22,-2.87E-22
DUSP9,36.0225452,-2.150934858,0.223710571,1.93E-23,2.99E-22,-2.99E-22
NFE2L3,677.9936058,-0.914707463,0.093532934,1.44E-23,3.19E-22,-3.19E-22
GPR37L1,21.4571287,-1.816583968,0.164964319,2.09E-23,3.22E-22,-3.22E-22
KRT6C,61.13241941,-2.147189358,0.254504824,1.85E-23,3.52E-22,-3.52E-22
B3GNT7,186.1887198,-1.273136185,0.118516985,1.89E-23,3.60E-22,-3.60E-22
MAPK4,54.29907381,-2.46029894,0.24844704,2.05E-23,3.87E-22,-3.87E-22
TMEM45A,738.6103258,-1.097117747,0.112925576,1.89E-23,4.09E-22,-4.09E-22
KIF14,261.8872451,-1.023985579,0.105421242,2.24E-23,4.18E-22,-4.18E-22
UGT8,85.90553396,-2.023050955,0.210610814,2.25E-23,4.20E-22,-4.20E-22
TFRC,3451.432,-0.790741047,0.080767639,2.17E-23,4.44E-22,-4.44E-22
CCDC138,72.57583999,-0.693082598,0.071243678,4.21E-23,6.20E-22,-6.20E-22
ACTR3C,40.84990662,-0.745113955,0.076565894,3.44E-23,6.29E-22,-6.29E-22
CDC7,264.8907985,-0.779897658,0.080443709,4.55E-23,8.23E-22,-8.23E-22
TSPYL5,1140.611337,-1.151798409,0.120144145,6.24E-23,8.94E-22,-8.94E-22
KIF4B,7.931316017,-0.916142882,0.094743715,4.86E-23,9.22E-22,-9.22E-22
TRPM8,13.84445298,-3.820700481,0.292211027,5.64E-23,1.01E-21,-1.01E-21
CRABP1,834.1929306,-2.319408905,0.259658207,8.16E-23,1.66E-21,-1.66E-21
UBE2T,509.3667973,-0.816235402,0.08498097,9.88E-23,1.76E-21,-1.76E-21
RIMS2,50.37334053,-2.310497979,0.245714733,1.31E-22,1.84E-21,-1.84E-21
CDKN3,199.4040871,-0.813869223,0.084795295,1.06E-22,1.85E-21,-1.85E-21
EZH2,513.7907099,-0.716449219,0.074459655,1.08E-22,1.88E-21,-1.88E-21
CDCA7,230.4879079,-1.363251117,0.143493036,1.08E-22,1.88E-21,-1.88E-21
DHTKD1,1693.704393,-0.594864676,0.061445141,1.01E-22,2.23E-21,-2.23E-21
MYBL1,411.1140108,-1.143892264,0.120606007,1.65E-22,2.83E-21,-2.83E-21
KIFC1,748.4747442,-0.82385665,0.086390731,1.87E-22,3.69E-21,-3.69E-21
MSMB,124.5904071,-1.934879622,0.223633257,2.18E-22,3.70E-21,-3.70E-21
NUP155,791.0871318,-0.586010316,0.061182469,2.44E-22,4.13E-21,-4.13E-21
GPRIN1,219.6562717,-0.79631861,0.084008016,3.50E-22,5.84E-21,-5.84E-21
CDT1,365.088963,-0.892603668,0.094427508,3.58E-22,5.97E-21,-5.97E-21
ROPN1,98.65193166,-2.759583337,0.29861192,4.59E-22,7.13E-21,-7.13E-21
CHAF1B,402.384282,-0.628235265,0.06617115,4.82E-22,7.92E-21,-7.92E-21
RGS20,5.776620366,-2.255184142,0.230506677,4.96E-22,8.15E-21,-8.15E-21
SPC25,151.3818313,-0.726757397,0.076839551,5.11E-22,8.38E-21,-8.38E-21
SMC4,2116.303674,-0.596728842,0.06287726,5.36E-22,8.78E-21,-8.78E-21
NUF2,379.7927542,-0.922250354,0.098105126,5.60E-22,9.33E-21,-9.33E-21
DNER,26.15705493,-3.092344382,0.258056882,6.59E-22,1.07E-20,-1.07E-20
SLC25A33,230.367569,-0.617852912,0.06521022,5.94E-22,1.15E-20,-1.15E-20
CDK12,2083.10432,-0.786200451,0.083616631,7.41E-22,1.52E-20,-1.52E-20
FZD6,1111.665927,-0.820074666,0.087595287,1.03E-21,1.64E-20,-1.64E-20
BRI3BP,128.4949358,-0.593909356,0.063164885,1.28E-21,2.12E-20,-2.12E-20
E2F7,115.6957301,-0.96903366,0.10425735,1.38E-21,2.19E-20,-2.19E-20
CCL7,11.83805473,-2.485095326,0.271275189,1.31E-21,2.19E-20,-2.19E-20
COL2A1,1346.592536,-1.774293131,0.282649981,1.70E-21,2.66E-20,-2.66E-20
GLDC,150.9156076,-2.031848553,0.22234345,1.65E-21,2.70E-20,-2.70E-20
PDK1,440.5988933,-0.692946144,0.074219637,1.78E-21,2.82E-20,-2.82E-20
G6PD,1612.802282,-0.684071926,0.07307982,1.58E-21,3.11E-20,-3.11E-20
HIST1H3G,8.884115542,-2.310729857,0.253590979,2.15E-21,3.32E-20,-3.32E-20
PI3,60.24339926,-2.411107073,0.284008971,2.43E-21,3.75E-20,-3.75E-20
HIST1H2BK,2056.167366,-0.854993154,0.092421186,2.63E-21,4.04E-20,-4.04E-20
DCBLD1,334.9589623,-0.653956326,0.070374538,3.03E-21,4.63E-20,-4.63E-20
EIF3C,364.5789345,-0.951729982,0.103379578,3.29E-21,5.01E-20,-5.01E-20
KRT13,67.91937147,-4.691904392,0.368600032,3.47E-21,5.27E-20,-5.27E-20
MAP7D2,33.39437354,-1.535359378,0.203866456,4.35E-21,5.30E-20,-5.30E-20
HELLS,196.2443268,-0.70605893,0.076249867,3.55E-21,5.36E-20,-5.36E-20
POPDC3,10.7203238,-1.175963112,0.227836291,3.70E-21,5.92E-20,-5.92E-20
OTX1,39.84512681,-0.978885847,0.136443383,3.94E-21,5.94E-20,-5.94E-20
PABPC3,359.3604581,-0.643577175,0.06957099,4.63E-21,6.92E-20,-6.92E-20
CXCL5,22.85562517,-2.743764562,0.261019966,5.27E-21,7.82E-20,-7.82E-20
FOXC1,589.2857129,-1.12174504,0.158250695,5.06E-21,8.69E-20,-8.69E-20
INCENP,473.6785169,-0.58031327,0.062782464,6.04E-21,8.92E-20,-8.92E-20
CXCL10,1186.652786,-1.296405412,0.142912061,6.30E-21,9.30E-20,-9.30E-20
